timestamp,road_id,vehicle_count,average_speed,congestion_level,weather_condition,day_of_week,holiday_flag,special_events
2024-01-07 16:00:00,R101,299,61.2,0,Rainy,6,0,Match
2024-01-07 17:00:00,R101,408,25.2,1,Clear,6,0,Match
2024-01-07 18:30:00,R101,418,31.7,1,Cloudy,6,0,Festival
2024-01-07 19:00:00,R101,358,25.1,1,Clear,6,0,Match
2024-01-07 19:30:00,R101,397,42.1,1,Rainy,6,0,Match
2024-01-07 20:00:00,R101,124,54.7,0,Clear,6,0,Match
2024-01-07 21:00:00,R101,230,78.2,0,Clear,6,0,Festival
2024-01-07 21:30:00,R101,166,79.4,0,Foggy,6,0,Match
2024-01-07 22:30:00,R101,113,53.1,0,Cloudy,6,0,Festival
2024-01-07 23:00:00,R101,171,66.3,0,Clear,6,0,Match
2024-01-08 00:00:00,R101,47,57.3,0,Clear,0,0,Match
2024-01-08 05:00:00,R101,12,78.7,0,Cloudy,0,0,Festival
2024-01-08 05:30:00,R101,21,79.7,0,Rainy,0,0,Festival
2024-01-08 06:30:00,R101,55,75.3,0,Clear,0,0,Match
2024-01-08 08:00:00,R101,488,43.6,1,Cloudy,0,0,Concert
2024-01-08 09:00:00,R101,521,17.0,2,Foggy,0,0,Concert
2024-01-08 09:30:00,R101,598,22.3,2,Clear,0,0,Match
2024-01-08 10:00:00,R101,238,45.0,0,Rainy,0,0,Match
2024-01-08 10:30:00,R101,274,54.1,0,Rainy,0,0,Festival
2024-01-08 11:00:00,R101,241,79.3,0,Clear,0,0,Concert
2024-01-08 15:00:00,R101,428,44.8,1,Foggy,0,0,Festival
2024-01-08 15:30:00,R101,408,38.0,1,Cloudy,0,0,Festival
2024-01-08 16:00:00,R101,379,26.3,1,Clear,0,0,Match
2024-01-08 17:00:00,R101,659,12.4,2,Rainy,0,0,Festival
2024-01-08 17:30:00,R101,439,27.0,1,Clear,0,0,Concert
2024-01-08 18:30:00,R101,452,40.5,1,Cloudy,0,0,Match
2024-01-08 19:30:00,R101,630,21.0,2,Foggy,0,0,Festival
2024-01-08 23:00:00,R101,202,78.9,0,Cloudy,0,0,Match
2024-01-09 00:00:00,R101,35,52.9,0,Cloudy,1,0,Concert
2024-01-09 00:30:00,R101,14,60.2,0,Cloudy,1,0,Festival
2024-01-09 02:30:00,R101,17,79.5,0,Cloudy,1,0,Concert
2024-01-09 04:00:00,R101,23,48.1,0,Clear,1,0,Match
2024-01-09 04:30:00,R101,34,47.8,0,Rainy,1,0,Concert
2024-01-09 06:00:00,R101,66,76.4,0,Clear,1,0,Match
2024-01-09 07:00:00,R101,630,24.2,2,Cloudy,1,0,Match
2024-01-09 08:00:00,R101,518,18.2,2,Rainy,1,0,Match
2024-01-09 09:00:00,R101,443,39.5,1,Cloudy,1,0,Concert
2024-01-09 10:00:00,R101,370,34.4,1,Clear,1,0,Festival
2024-01-09 11:00:00,R101,256,70.2,0,Rainy,1,0,Festival
2024-01-09 12:00:00,R101,421,38.6,1,Clear,1,0,Match
2024-01-09 15:00:00,R101,249,76.5,0,Rainy,1,0,Concert
2024-01-09 15:30:00,R101,389,36.8,1,Rainy,1,0,Festival
2024-01-09 16:00:00,R101,183,66.8,0,Cloudy,1,0,Festival
2024-01-09 17:00:00,R101,688,12.7,2,Cloudy,1,0,Match
2024-01-09 17:30:00,R101,498,28.6,1,Clear,1,0,Match
2024-01-09 18:00:00,R101,696,13.7,2,Cloudy,1,0,Festival
2024-01-09 19:30:00,R101,695,13.9,2,Clear,1,0,Festival
2024-01-09 21:30:00,R101,169,78.2,0,Clear,1,0,Match
2024-01-09 22:00:00,R101,203,66.2,0,Foggy,1,0,Festival
2024-01-09 23:00:00,R101,244,64.5,0,Foggy,1,0,Festival
2024-01-09 23:30:00,R101,316,44.7,1,Clear,1,0,Concert
2024-01-10 00:00:00,R101,45,46.8,0,Clear,2,0,Concert
2024-01-10 00:30:00,R101,29,51.3,0,Foggy,2,0,Festival
2024-01-10 02:00:00,R101,67,75.4,0,Foggy,2,0,Concert
2024-01-10 03:30:00,R101,46,51.6,0,Foggy,2,0,Festival
2024-01-10 04:30:00,R101,98,78.1,0,Rainy,2,0,Match
2024-01-10 06:00:00,R101,22,52.5,0,Cloudy,2,0,Match
2024-01-10 06:30:00,R101,89,67.8,0,Rainy,2,0,Match
2024-01-10 07:00:00,R101,640,25.0,2,Rainy,2,0,Concert
2024-01-10 07:30:00,R101,524,16.1,2,Cloudy,2,0,Festival
2024-01-10 09:00:00,R101,539,22.1,2,Rainy,2,0,Festival
2024-01-10 10:00:00,R101,310,38.0,1,Clear,2,0,Concert
2024-01-10 10:30:00,R101,245,66.3,0,Foggy,2,0,Festival
2024-01-10 13:00:00,R101,288,74.7,0,Cloudy,2,0,Festival
2024-01-10 14:00:00,R101,253,53.6,0,Cloudy,2,0,Concert
2024-01-10 15:00:00,R101,335,35.4,1,Clear,2,0,Concert
2024-01-10 16:00:00,R101,336,38.1,1,Foggy,2,0,Concert
2024-01-10 17:00:00,R101,500,30.1,1,Cloudy,2,0,Match
2024-01-10 18:00:00,R101,612,20.7,2,Clear,2,0,Festival
2024-01-10 18:30:00,R101,576,11.8,2,Foggy,2,0,Concert
2024-01-10 19:00:00,R101,557,12.7,2,Clear,2,0,Concert
2024-01-10 20:00:00,R101,174,61.9,0,Foggy,2,0,Match
2024-01-10 20:30:00,R101,291,46.5,0,Rainy,2,0,Concert
2024-01-10 21:00:00,R101,254,66.1,0,Rainy,2,0,Festival
2024-01-11 00:30:00,R101,76,63.7,0,Rainy,3,0,Festival
2024-01-11 02:00:00,R101,15,54.6,0,Foggy,3,0,Festival
2024-01-11 02:30:00,R101,9,60.5,0,Clear,3,0,Concert
2024-01-11 04:00:00,R101,59,72.0,0,Cloudy,3,0,Festival
2024-01-11 07:30:00,R101,537,24.9,2,Foggy,3,0,Match
2024-01-11 10:00:00,R101,324,34.5,1,Rainy,3,0,Festival
2024-01-11 10:30:00,R101,219,79.1,0,Rainy,3,0,Festival
2024-01-11 14:30:00,R101,382,35.3,1,Foggy,3,0,Match
2024-01-11 15:30:00,R101,414,43.6,1,Rainy,3,0,Match
2024-01-11 16:30:00,R101,340,41.1,1,Cloudy,3,0,Concert
2024-01-11 17:30:00,R101,511,20.4,2,Rainy,3,0,Match
2024-01-11 18:30:00,R101,497,31.3,1,Foggy,3,0,Match
2024-01-11 19:00:00,R101,529,23.5,2,Rainy,3,0,Festival
2024-01-11 21:00:00,R101,182,65.8,0,Foggy,3,0,Match
2024-01-11 21:30:00,R101,156,54.7,0,Foggy,3,0,Match
2024-01-11 22:00:00,R101,254,66.7,0,Cloudy,3,0,Concert
2024-01-11 23:00:00,R101,209,62.0,0,Rainy,3,0,Festival
2024-01-12 01:00:00,R101,31,53.0,0,Clear,4,0,Concert
2024-01-12 01:30:00,R101,69,66.8,0,Cloudy,4,0,Match
2024-01-12 02:00:00,R101,75,76.0,0,Rainy,4,0,Festival
2024-01-12 02:30:00,R101,22,59.5,0,Rainy,4,0,Concert
2024-01-12 03:00:00,R101,48,59.6,0,Foggy,4,0,Festival
2024-01-12 03:30:00,R101,88,71.6,0,Rainy,4,0,Concert
2024-01-12 05:00:00,R101,59,60.9,0,Cloudy,4,0,Concert
2024-01-12 07:00:00,R101,588,22.1,2,Cloudy,4,0,Festival
2024-01-12 08:30:00,R101,485,34.0,1,Clear,4,0,Concert
2024-01-12 09:30:00,R101,519,24.8,2,Foggy,4,0,Festival
2024-01-12 11:00:00,R101,321,39.8,1,Rainy,4,0,Concert
2024-01-12 17:00:00,R101,610,15.6,2,Foggy,4,0,Match
2024-01-12 19:30:00,R101,698,13.8,2,Clear,4,0,Match
2024-01-12 20:00:00,R101,275,71.2,0,Rainy,4,0,Concert
2024-01-12 21:00:00,R101,160,50.8,0,Clear,4,0,Festival
2024-01-12 21:30:00,R101,195,52.5,0,Foggy,4,0,Concert
2024-01-12 22:00:00,R101,250,70.6,0,Foggy,4,0,Festival
2024-01-12 23:00:00,R101,170,48.3,0,Cloudy,4,0,Concert
2024-01-13 02:00:00,R101,29,74.7,0,Rainy,5,0,Match
2024-01-13 04:30:00,R101,37,68.2,0,Rainy,5,0,Concert
2024-01-13 05:30:00,R101,67,48.3,0,Foggy,5,0,Concert
2024-01-13 06:00:00,R101,14,67.5,0,Cloudy,5,0,Festival
2024-01-13 06:30:00,R101,96,64.7,0,Cloudy,5,0,Match
2024-01-13 07:00:00,R101,334,37.0,1,Foggy,5,0,Concert
2024-01-13 07:30:00,R101,474,31.4,1,Foggy,5,0,Match
2024-01-13 08:00:00,R101,452,38.9,1,Cloudy,5,0,Match
2024-01-13 11:00:00,R101,259,51.2,0,Foggy,5,0,Match
2024-01-13 12:00:00,R101,187,52.1,0,Cloudy,5,0,Festival
2024-01-13 14:00:00,R101,166,75.5,0,Clear,5,0,Festival
2024-01-13 14:30:00,R101,305,33.7,1,Cloudy,5,0,Festival
2024-01-13 15:00:00,R101,184,67.1,0,Rainy,5,0,Concert
2024-01-13 17:30:00,R101,415,30.2,1,Foggy,5,0,Concert
2024-01-13 18:00:00,R101,451,30.0,1,Cloudy,5,0,Match
2024-01-13 20:30:00,R101,200,64.6,0,Foggy,5,0,Festival
2024-01-13 21:00:00,R101,171,70.6,0,Rainy,5,0,Festival
2024-01-13 21:30:00,R101,135,67.9,0,Rainy,5,0,Festival
2024-01-13 22:30:00,R101,159,59.6,0,Clear,5,0,Concert
2024-01-13 23:00:00,R101,188,64.1,0,Cloudy,5,0,Festival
2024-01-14 00:00:00,R101,31,64.2,0,Rainy,6,0,Match
2024-01-14 00:30:00,R101,65,62.0,0,Clear,6,0,Festival
2024-01-14 01:30:00,R101,41,61.1,0,Foggy,6,0,Match
2024-01-14 02:30:00,R101,33,79.2,0,Foggy,6,0,Concert
2024-01-14 03:30:00,R101,75,71.4,0,Foggy,6,0,Festival
2024-01-14 04:30:00,R101,68,71.3,0,Clear,6,0,Concert
2024-01-14 07:30:00,R101,464,31.2,1,Clear,6,0,Concert
2024-01-14 08:30:00,R101,345,36.2,1,Rainy,6,0,Concert
2024-01-14 10:30:00,R101,183,73.0,0,Rainy,6,0,Match
2024-01-14 11:00:00,R101,153,49.1,0,Foggy,6,0,Match
2024-01-14 11:30:00,R101,207,79.6,0,Clear,6,0,Concert
2024-01-14 12:30:00,R101,255,79.3,0,Foggy,6,0,Concert
2024-01-14 13:30:00,R101,270,73.8,0,Rainy,6,0,Match
2024-01-14 15:30:00,R101,192,57.5,0,Rainy,6,0,Match
2024-01-14 16:00:00,R101,211,56.7,0,Rainy,6,0,Festival
2024-01-14 16:30:00,R101,273,48.1,0,Clear,6,0,Festival
2024-01-14 17:00:00,R101,449,43.1,1,Foggy,6,0,Concert
2024-01-14 17:30:00,R101,398,37.3,1,Foggy,6,0,Match
2024-01-14 18:00:00,R101,300,73.2,0,Rainy,6,0,Concert
2024-01-14 19:00:00,R101,364,38.7,1,Cloudy,6,0,Concert
2024-01-14 20:00:00,R101,137,69.3,0,Clear,6,0,Concert
2024-01-14 21:30:00,R101,213,73.3,0,Cloudy,6,0,Festival
2024-01-14 22:00:00,R101,186,75.6,0,Foggy,6,0,Concert
2024-01-14 22:30:00,R101,171,60.6,0,Rainy,6,0,Match
2024-01-15 00:00:00,R101,52,46.0,0,Rainy,0,0,Concert
2024-01-15 02:00:00,R101,54,60.7,0,Cloudy,0,0,Match
2024-01-15 03:00:00,R101,85,61.4,0,Clear,0,0,Match
2024-01-15 03:30:00,R101,116,55.4,0,Foggy,0,0,Match
2024-01-15 04:30:00,R101,85,51.5,0,Foggy,0,0,Festival
2024-01-15 05:30:00,R101,45,74.9,0,Foggy,0,0,Festival
2024-01-15 08:30:00,R101,591,12.5,2,Rainy,0,0,Festival
2024-01-15 11:00:00,R101,177,67.2,0,Rainy,0,0,Match
2024-01-15 11:30:00,R101,339,32.2,1,Cloudy,0,0,Match
2024-01-15 14:30:00,R101,325,31.8,1,Clear,0,0,Festival
2024-01-15 16:00:00,R101,277,57.1,0,Foggy,0,0,Concert
2024-01-15 16:30:00,R101,248,62.3,0,Foggy,0,0,Match
2024-01-15 17:00:00,R101,576,12.0,2,Rainy,0,0,Festival
2024-01-15 17:30:00,R101,459,33.4,1,Cloudy,0,0,Festival
2024-01-15 18:30:00,R101,489,44.1,1,Rainy,0,0,Festival
2024-01-15 19:00:00,R101,451,37.7,1,Foggy,0,0,Match
2024-01-15 20:30:00,R101,281,57.9,0,Foggy,0,0,Concert
2024-01-15 21:30:00,R101,302,43.8,1,Foggy,0,0,Festival
2024-01-15 22:00:00,R101,233,57.7,0,Foggy,0,0,Festival
2024-01-15 23:00:00,R101,278,75.6,0,Cloudy,0,0,Match
2024-01-15 23:30:00,R101,237,63.5,0,Foggy,0,0,Match
2024-01-16 00:30:00,R101,66,62.0,0,Clear,1,0,Concert
2024-01-16 01:00:00,R101,99,52.6,0,Clear,1,0,Concert
2024-01-16 01:30:00,R101,69,47.4,0,Clear,1,0,Match
2024-01-16 03:00:00,R101,23,60.8,0,Cloudy,1,0,Concert
2024-01-16 04:00:00,R101,99,69.7,0,Clear,1,0,Concert
2024-01-16 06:00:00,R101,66,58.5,0,Foggy,1,0,Match
2024-01-16 06:30:00,R101,48,48.5,0,Cloudy,1,0,Festival
2024-01-16 07:30:00,R101,649,11.6,2,Clear,1,0,Festival
2024-01-16 09:30:00,R101,519,14.7,2,Clear,1,0,Concert
2024-01-16 10:00:00,R101,443,27.6,1,Rainy,1,0,Festival
2024-01-16 10:30:00,R101,247,58.1,0,Foggy,1,0,Concert
2024-01-16 16:00:00,R101,220,75.8,0,Cloudy,1,0,Match
2024-01-16 16:30:00,R101,441,37.4,1,Clear,1,0,Concert
2024-01-16 17:00:00,R101,511,10.6,2,Clear,1,0,Festival
2024-01-16 18:00:00,R101,569,20.8,2,Clear,1,0,Concert
2024-01-16 18:30:00,R101,612,12.0,2,Foggy,1,0,Concert
2024-01-16 21:00:00,R101,231,52.1,0,Cloudy,1,0,Concert
2024-01-16 22:00:00,R101,228,74.0,0,Foggy,1,0,Concert
2024-01-16 22:30:00,R101,129,78.5,0,Cloudy,1,0,Concert
2024-01-16 23:30:00,R101,264,76.3,0,Foggy,1,0,Concert
2024-01-17 00:00:00,R101,29,60.7,0,Clear,2,0,Concert
2024-01-17 00:30:00,R101,80,70.7,0,Rainy,2,0,Match
2024-01-17 01:00:00,R101,34,69.2,0,Rainy,2,0,Match
2024-01-17 02:30:00,R101,57,68.7,0,Clear,2,0,Concert
2024-01-17 03:30:00,R101,26,47.4,0,Clear,2,0,Festival
2024-01-17 04:30:00,R101,94,59.0,0,Rainy,2,0,Match
2024-01-17 05:30:00,R101,63,67.1,0,Clear,2,0,Festival
2024-01-17 06:00:00,R101,67,78.4,0,Foggy,2,0,Match
2024-01-17 07:30:00,R101,638,16.0,2,Foggy,2,0,Concert
2024-01-17 08:00:00,R101,491,33.0,1,Foggy,2,0,Match
2024-01-17 08:30:00,R101,593,23.6,2,Clear,2,0,Concert
2024-01-17 09:00:00,R101,510,13.4,2,Clear,2,0,Match
2024-01-17 10:00:00,R101,250,49.3,0,Clear,2,0,Concert
2024-01-17 11:30:00,R101,232,70.0,0,Cloudy,2,0,Festival
2024-01-17 13:30:00,R101,306,30.4,1,Clear,2,0,Concert
2024-01-17 14:30:00,R101,218,65.8,0,Clear,2,0,Concert
2024-01-17 15:00:00,R101,306,34.3,1,Rainy,2,0,Festival
2024-01-17 16:30:00,R101,374,36.4,1,Rainy,2,0,Concert
2024-01-17 18:00:00,R101,608,24.0,2,Clear,2,0,Concert
2024-01-17 20:00:00,R101,159,72.4,0,Cloudy,2,0,Festival
2024-01-17 20:30:00,R101,177,57.6,0,Cloudy,2,0,Concert
2024-01-17 22:30:00,R101,229,61.5,0,Cloudy,2,0,Match
2024-01-18 00:00:00,R101,19,79.1,0,Cloudy,3,0,Festival
2024-01-18 02:00:00,R101,88,69.1,0,Clear,3,0,Festival
2024-01-18 02:30:00,R101,14,45.7,0,Cloudy,3,0,Match
2024-01-18 03:00:00,R101,33,62.3,0,Foggy,3,0,Match
2024-01-18 03:30:00,R101,17,65.8,0,Cloudy,3,0,Festival
2024-01-18 04:30:00,R101,73,60.9,0,Cloudy,3,0,Concert
2024-01-18 05:30:00,R101,94,73.3,0,Rainy,3,0,Festival
2024-01-18 07:00:00,R101,556,10.0,2,Foggy,3,0,Festival
2024-01-18 08:00:00,R101,651,23.5,2,Clear,3,0,Concert
2024-01-18 09:00:00,R101,590,11.0,2,Clear,3,0,Festival
2024-01-18 12:00:00,R101,379,41.9,1,Foggy,3,0,Festival
2024-01-18 13:30:00,R101,264,77.1,0,Cloudy,3,0,Match
2024-01-18 14:00:00,R101,413,42.8,1,Clear,3,0,Match
2024-01-18 15:30:00,R101,384,35.6,1,Foggy,3,0,Festival
2024-01-18 16:00:00,R101,311,44.2,1,Rainy,3,0,Match
2024-01-18 17:00:00,R101,477,34.2,1,Foggy,3,0,Match
2024-01-18 18:00:00,R101,559,12.1,2,Foggy,3,0,Festival
2024-01-18 18:30:00,R101,479,32.8,1,Cloudy,3,0,Match
2024-01-18 20:00:00,R101,155,51.2,0,Rainy,3,0,Match
2024-01-18 21:00:00,R101,277,69.4,0,Foggy,3,0,Festival
2024-01-18 21:30:00,R101,200,78.8,0,Cloudy,3,0,Festival
