vehicle_count,average_speed,congestion_level,day_of_week,holiday_flag,hour_of_day,minute_of_hour,day_of_month,month,week_of_year,weekend_flag,hour_sin,hour_cos,dow_sin,dow_cos,vehicle_count_lag_1,vehicle_count_lag_2,vehicle_count_lag_3,vehicle_count_lag_6,vehicle_count_lag_12,rolling_avg_3,rolling_std_3,rolling_avg_6,rolling_std_6,rolling_avg_12,rolling_std_12,traffic_growth_rate,speed_drop_rate,volume_capacity_ratio,weather_Clear,weather_Cloudy,weather_Foggy,weather_Rainy,event_Concert,event_Festival,event_Match,road_id_enc
229,77.9,0,1,0,12,30,2,1,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,293.0,203.0,364.0,623.0,27.0,286.6666666666667,80.68663664655564,396.0,147.50728795554474,354.5,240.3934275307875,-0.21843003412969283,0.22099999999999995,0.3271428571428571,True,False,False,False,False,False,True,0
291,58.0,0,1,0,13,0,2,1,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,229.0,293.0,203.0,487.0,0.0,241.66666666666666,46.31774318048428,330.3333333333333,108.88464844350945,371.3333333333333,221.72314158687064,0.27074235807860264,0.42,0.4157142857142857,True,False,False,False,False,True,False,0
221,60.0,0,1,0,13,30,2,1,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,291.0,229.0,293.0,406.0,55.0,271.0,36.38681079732001,297.6666666666667,77.30372996606718,395.5833333333333,191.23543715598947,-0.24054982817869416,0.4,0.3157142857142857,True,False,False,False,True,False,False,0
327,42.1,1,1,0,14,0,2,1,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,221.0,291.0,229.0,364.0,624.0,247.0,38.314488121335565,266.8333333333333,60.525752095010134,409.4166666666667,169.07957154887603,0.4796380090497738,0.579,0.46714285714285714,False,False,True,False,False,True,False,0
314,36.1,1,1,0,15,0,2,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,327.0,221.0,291.0,203.0,670.0,279.6666666666667,53.90114408185875,260.6666666666667,49.53248092581899,384.6666666666667,156.04855499219303,-0.039755351681957186,0.639,0.44857142857142857,False,False,True,False,False,False,True,0
247,79.7,0,1,0,16,0,2,1,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,314.0,327.0,221.0,293.0,502.0,287.3333333333333,57.81291666516486,279.1666666666667,44.1199123601422,355.0,128.23274294670742,-0.21337579617834396,0.20299999999999996,0.35285714285714287,False,False,False,True,True,False,False,0
598,20.6,2,1,0,17,0,2,1,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,247.0,314.0,327.0,229.0,623.0,296.0,42.93017586733095,271.5,45.2183591033549,333.75,122.66593585091906,1.4210526315789473,0.794,0.8542857142857143,False,False,True,False,False,True,False,0
499,28.9,1,1,0,18,30,2,1,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,598.0,247.0,314.0,291.0,487.0,386.3333333333333,186.34466274442448,333.0,135.88671752603338,331.6666666666667,117.40631339175246,-0.16555183946488294,0.711,0.7128571428571429,False,True,False,False,False,False,True,0
576,23.4,2,1,0,19,0,2,1,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,499.0,598.0,247.0,221.0,406.0,448.0,180.97237358226798,367.6666666666667,148.93443747725595,332.6666666666667,118.8913433146059,0.15430861723446893,0.7659999999999999,0.8228571428571428,False,False,True,False,True,False,False,0
544,11.4,2,1,0,19,30,2,1,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,576.0,499.0,598.0,327.0,364.0,557.6666666666666,51.983971888778385,426.8333333333333,149.52914988946696,346.8333333333333,137.15010577885636,-0.05555555555555555,0.8859999999999999,0.7771428571428571,False,False,True,False,True,False,False,0
255,61.3,0,1,0,20,0,2,1,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,544.0,576.0,499.0,314.0,203.0,539.6666666666666,38.6824680357045,463.0,146.7705692569189,361.8333333333333,148.5663814494035,-0.53125,0.387,0.36428571428571427,False,False,True,False,False,False,True,0
203,57.6,0,1,0,21,0,2,1,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,255.0,544.0,576.0,247.0,293.0,458.3333333333333,176.8172314378135,453.1666666666667,160.11922641165455,366.1666666666667,144.20681696995476,-0.20392156862745098,0.424,0.29,False,True,False,False,False,True,False,0
179,54.5,0,1,0,21,30,2,1,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,203.0,255.0,544.0,598.0,229.0,334.0,183.7144523438479,445.8333333333333,172.01560006774585,358.6666666666667,150.5585560102074,-0.11822660098522167,0.455,0.2557142857142857,False,True,False,False,False,True,False,0
275,78.9,0,1,0,23,0,2,1,1,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,179.0,203.0,255.0,499.0,291.0,212.33333333333334,38.85013942488877,376.0,182.6099668692812,354.5,155.0967440019292,0.5363128491620112,0.21099999999999994,0.39285714285714285,False,False,False,True,False,False,True,0
101,53.8,0,2,0,0,0,3,1,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,275.0,179.0,203.0,576.0,221.0,219.0,49.959983987186824,338.6666666666667,175.1806686443074,353.1666666666667,155.75962444119006,-0.6327272727272727,0.462,0.1442857142857143,False,False,False,True,False,True,False,0
73,60.0,0,2,0,0,30,3,1,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,101.0,275.0,179.0,544.0,327.0,185.0,87.1550342780035,259.5,152.31250769388546,343.1666666666667,168.35883395205886,-0.27722772277227725,0.4,0.10428571428571429,False,True,False,False,False,True,False,0
43,68.0,0,2,0,2,0,3,1,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,73.0,101.0,275.0,255.0,314.0,149.66666666666666,109.44100389403094,181.0,81.07280678501196,322.0,185.65461578866365,-0.410958904109589,0.32,0.06142857142857143,True,False,False,False,False,False,True,0
67,64.8,0,2,0,2,30,3,1,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,43.0,73.0,101.0,203.0,247.0,72.33333333333333,29.005746557075458,145.66666666666666,88.25115674407067,299.4166666666667,202.4398713572785,0.5581395348837209,0.35200000000000004,0.09571428571428571,False,False,True,False,False,True,False,0
74,49.1,0,2,0,3,0,3,1,1,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,67.0,43.0,73.0,179.0,598.0,61.0,15.874507866386327,123.0,88.04544281221972,284.4166666666667,213.06655312508812,0.1044776119402985,0.509,0.10571428571428572,True,False,False,False,True,False,False,0
57,61.6,0,2,0,4,0,3,1,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,74.0,67.0,43.0,275.0,499.0,61.333333333333336,16.25833119767508,105.5,85.07349763586686,240.75,195.96619606452515,-0.22972972972972974,0.384,0.08142857142857143,True,False,False,False,False,False,True,0
78,75.0,0,2,0,5,30,3,1,1,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,57.0,74.0,67.0,101.0,576.0,66.0,8.544003745315283,69.16666666666667,19.436220483069537,203.91666666666666,184.19873572428273,0.3684210526315789,0.25,0.11142857142857143,True,False,False,False,False,True,False,0
596,13.1,2,2,0,8,0,3,1,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,78.0,57.0,74.0,73.0,544.0,69.66666666666667,11.150485789116775,65.33333333333333,13.155480480259548,162.41666666666666,144.58810358037613,6.641025641025641,0.8690000000000001,0.8514285714285714,True,False,False,False,False,True,False,0
695,15.0,2,2,0,9,0,3,1,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,596.0,78.0,57.0,43.0,255.0,243.66666666666666,305.31022474416625,152.5,217.63524530737172,166.75,157.28556831445115,0.16610738255033558,0.85,0.9928571428571429,False,False,False,True,False,True,False,0
427,40.5,1,2,0,12,0,3,1,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,695.0,596.0,78.0,67.0,203.0,456.3333333333333,331.3643513314812,261.1666666666667,299.429735775635,203.41666666666666,218.933970258919,-0.3856115107913669,0.595,0.61,False,True,False,False,True,False,False,0
390,42.2,1,2,0,12,30,3,1,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,427.0,695.0,596.0,74.0,179.0,572.6666666666666,135.51506681300538,321.1666666666667,288.61421771400416,222.08333333333334,228.246461023379,-0.08665105386416862,0.578,0.5571428571428572,True,False,False,False,True,False,False,0
204,71.4,0,2,0,13,0,3,1,1,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,390.0,427.0,695.0,57.0,275.0,504.0,166.44218215344324,373.8333333333333,262.10487722792686,239.66666666666666,232.7094690159747,-0.47692307692307695,0.2859999999999999,0.2914285714285714,True,False,False,False,False,False,True,0
349,41.9,1,2,0,14,30,3,1,1,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,204.0,390.0,427.0,78.0,101.0,340.3333333333333,119.5087165579704,398.3333333333333,231.66930454133674,233.75,232.6320250758889,0.7107843137254902,0.581,0.49857142857142855,True,False,False,False,True,False,False,0
244,72.3,0,2,0,16,30,3,1,1,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,349.0,204.0,390.0,596.0,73.0,314.3333333333333,97.72580689527874,443.5,176.597565102127,254.41666666666666,230.77515950037636,-0.3008595988538682,0.277,0.3485714285714286,False,False,True,False,False,True,False,0
641,24.6,2,2,0,17,0,3,1,1,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,244.0,349.0,204.0,695.0,43.0,265.6666666666667,74.88880646220306,384.8333333333333,174.2566115436273,268.6666666666667,223.72642926466034,1.6270491803278688,0.754,0.9157142857142857,False,False,False,True,True,False,False,0
648,23.0,2,2,0,18,30,3,1,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,641.0,244.0,349.0,427.0,67.0,411.3333333333333,205.70934187181024,375.8333333333333,155.40838673207637,318.5,235.19720932172473,0.0109204368174727,0.77,0.9257142857142857,False,False,False,True,True,False,False,0
503,12.2,2,2,0,19,30,3,1,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,648.0,641.0,244.0,390.0,74.0,511.0,231.2552702102159,412.6666666666667,191.87252712847308,366.9166666666667,238.49583885576513,-0.22376543209876543,0.878,0.7185714285714285,True,False,False,False,False,True,False,0
209,58.1,0,2,0,20,0,3,1,1,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,503.0,648.0,641.0,204.0,57.0,597.3333333333334,81.77000264970833,431.5,194.72724514047843,402.6666666666667,222.19251821678225,-0.584493041749503,0.419,0.2985714285714286,True,False,False,False,False,False,True,0
219,76.7,0,2,0,21,30,3,1,1,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,209.0,503.0,648.0,349.0,78.0,453.3333333333333,223.6746148612607,432.3333333333333,193.56618161927625,415.3333333333333,204.3082934877553,0.04784688995215311,0.23299999999999998,0.31285714285714283,False,False,True,False,False,False,True,0
220,71.0,0,2,0,22,30,3,1,1,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,219.0,209.0,503.0,244.0,596.0,310.3333333333333,166.92912667756127,410.6666666666667,211.22941714322516,427.0833333333333,186.41520535589032,0.0045662100456621,0.29,0.3142857142857143,False,False,True,False,False,True,False,0
77,78.9,0,3,0,0,0,4,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,220.0,219.0,209.0,641.0,695.0,216.0,6.082762530294942,406.6666666666667,215.20656743386488,395.75,187.0406494467299,-0.65,0.21099999999999994,0.11,True,False,False,False,True,False,False,0
76,52.6,0,3,0,1,30,4,1,1,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,77.0,220.0,219.0,648.0,427.0,172.0,82.2739326883063,312.6666666666667,215.55571592204777,344.25,182.17131048448957,-0.012987012987012988,0.474,0.10857142857142857,False,False,True,False,True,False,False,0
42,69.4,0,3,0,2,0,4,1,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,76.0,77.0,220.0,503.0,390.0,124.33333333333333,82.85127237003235,217.33333333333334,155.79045755971867,315.0,195.37702479611505,-0.4473684210526316,0.30599999999999994,0.06,False,False,True,False,True,False,False,0
56,54.8,0,3,0,2,30,4,1,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,42.0,76.0,77.0,209.0,204.0,65.0,19.924858845169894,140.5,83.74902984512586,286.0,208.61142651524918,0.3333333333333333,0.452,0.08,False,True,False,False,False,False,True,0
93,54.5,0,3,0,5,0,4,1,1,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,56.0,42.0,76.0,219.0,349.0,58.0,17.088007490633426,115.0,81.99512180611579,273.6666666666667,218.06101453631274,0.6607142857142857,0.455,0.13285714285714287,True,False,False,False,False,False,True,0
29,78.2,0,3,0,5,30,4,1,1,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,93.0,56.0,42.0,220.0,244.0,63.666666666666664,26.35020556529452,94.0,64.24640067739011,252.33333333333334,222.49834864896204,-0.6881720430107527,0.21799999999999997,0.041428571428571426,False,True,False,False,False,True,False,0
60,59.6,0,3,0,6,0,4,1,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,29.0,93.0,56.0,77.0,641.0,59.333333333333336,32.12994449626824,62.166666666666664,24.111546335032042,234.41666666666666,231.69668979207705,1.0689655172413792,0.40399999999999997,0.08571428571428572,False,True,False,False,False,False,True,0
596,24.8,2,3,0,7,0,4,1,1,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,60.0,29.0,93.0,76.0,648.0,60.666666666666664,32.005207909546186,59.333333333333336,22.992752481301476,186.0,197.1381610583158,8.933333333333334,0.752,0.8514285714285714,False,False,True,False,False,True,False,0
656,17.0,2,3,0,8,0,4,1,1,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,596.0,60.0,29.0,42.0,503.0,228.33333333333334,318.7857169531491,146.0,221.49943566519485,181.66666666666666,186.33514933792765,0.10067114093959731,0.83,0.9371428571428572,False,False,True,False,True,False,False,0
181,64.3,0,3,0,12,30,4,1,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,656.0,596.0,60.0,56.0,209.0,437.3333333333333,328.15443518766176,248.33333333333334,293.8575618674233,194.41666666666666,213.56602484874995,-0.7240853658536586,0.35700000000000004,0.25857142857142856,True,False,False,False,False,False,True,0
449,33.1,1,3,0,13,0,4,1,1,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,181.0,656.0,596.0,93.0,219.0,477.6666666666667,258.66645188994517,269.1666666666667,281.67315574379205,192.08333333333334,213.5451658988978,1.4806629834254144,0.669,0.6414285714285715,False,True,False,False,True,False,False,0
238,71.4,0,3,0,13,30,4,1,1,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,449.0,181.0,656.0,29.0,220.0,428.6666666666667,238.15191230249087,328.5,274.5474458085522,211.25,226.13154860109012,-0.46993318485523383,0.2859999999999999,0.34,True,False,False,False,False,False,True,0
432,37.2,1,3,0,14,30,4,1,1,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,238.0,449.0,181.0,60.0,77.0,289.3333333333333,141.18191574466363,363.3333333333333,240.0380525388977,212.75,226.25453285263382,0.8151260504201681,0.628,0.6171428571428571,False,False,False,True,False,False,True,0
253,63.3,0,3,0,16,0,4,1,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,432.0,238.0,449.0,596.0,76.0,373.0,117.22201158485535,425.3333333333333,188.53717582128633,242.33333333333334,230.06771071828274,-0.41435185185185186,0.36700000000000005,0.36142857142857143,True,False,False,False,False,True,False,0
624,18.8,2,3,0,18,30,4,1,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,253.0,432.0,238.0,656.0,42.0,307.6666666666667,107.93670985041788,368.1666666666667,178.15433384194336,257.0833333333333,224.0289990698578,1.466403162055336,0.812,0.8914285714285715,False,False,True,False,False,False,True,0
237,52.8,0,3,0,20,0,4,1,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,624.0,253.0,432.0,181.0,56.0,436.3333333333333,185.53795658391115,362.8333333333333,168.00406741107966,305.5833333333333,235.91580097889815,-0.6201923076923077,0.47200000000000003,0.3385714285714286,True,False,False,False,False,True,False,0
252,51.2,0,3,0,20,30,4,1,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,237.0,624.0,253.0,449.0,93.0,371.3333333333333,218.96194494325562,372.1666666666667,157.08267462284505,320.6666666666667,223.99282997182704,0.06329113924050633,0.488,0.36,True,False,False,False,False,False,True,0
124,61.1,0,3,0,21,0,4,1,1,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,252.0,237.0,624.0,238.0,29.0,371.0,219.2327530274616,339.3333333333333,158.39402345627371,333.9166666666667,213.77067505893194,-0.5079365079365079,0.389,0.17714285714285713,False,False,False,True,False,False,True,0
217,73.0,0,3,0,22,0,4,1,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,124.0,252.0,237.0,432.0,60.0,204.33333333333334,69.9738046223964,320.3333333333333,178.53701763686595,341.8333333333333,202.93654777846788,0.75,0.27,0.31,True,False,False,False,False,False,True,0
204,50.5,0,3,0,22,30,4,1,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,217.0,124.0,252.0,253.0,596.0,197.66666666666666,66.1538610614173,284.5,173.13665123248714,354.9166666666667,187.59601581993982,-0.059907834101382486,0.495,0.2914285714285714,False,True,False,False,False,True,False,0
269,52.3,0,3,0,23,30,4,1,1,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,204.0,217.0,124.0,624.0,656.0,181.66666666666666,50.36202272877157,276.3333333333333,176.05075025874373,322.25,175.54182355832404,0.31862745098039214,0.47700000000000004,0.3842857142857143,False,False,True,False,False,False,True,0
28,50.2,0,4,0,0,30,5,1,1,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,269.0,204.0,217.0,237.0,181.0,230.0,34.39476704383926,217.16666666666666,51.27735042556826,290.0,140.75446061073205,-0.895910780669145,0.498,0.04,False,False,True,False,True,False,False,0
38,74.6,0,4,0,1,0,5,1,1,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,28.0,269.0,204.0,252.0,449.0,167.0,124.68760964907447,182.33333333333334,90.8375839984007,277.25,157.46348783130628,0.35714285714285715,0.25400000000000006,0.054285714285714284,False,False,True,False,True,False,False,0
64,57.4,0,4,0,1,30,5,1,1,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,38.0,28.0,269.0,124.0,238.0,111.66666666666667,136.34637264457498,146.66666666666666,99.60254347488561,243.0,161.36012800283356,0.6842105263157895,0.426,0.09142857142857143,False,False,True,False,True,False,False,0
86,53.6,0,4,0,5,0,5,1,1,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,64.0,38.0,28.0,217.0,432.0,43.333333333333336,18.583146486354266,136.66666666666666,105.18871929378393,228.5,169.4646651289662,0.34375,0.46399999999999997,0.12285714285714286,False,False,True,False,False,True,False,0
95,77.7,0,4,0,5,30,5,1,1,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,86.0,64.0,38.0,204.0,253.0,62.666666666666664,24.0277617212528,114.83333333333333,98.56655957608778,199.66666666666666,160.91179590261856,0.10465116279069768,0.22299999999999998,0.1357142857142857,True,False,False,False,False,False,True,0
668,17.9,2,4,0,7,0,5,1,1,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,95.0,86.0,64.0,269.0,624.0,81.66666666666667,15.947831618539931,96.66666666666667,88.36213366972558,186.5,162.60632884921208,6.031578947368421,0.821,0.9542857142857143,False,True,False,False,False,True,False,0
