timestamp,road_id,vehicle_count,average_speed,congestion_level,weather_condition,day_of_week,holiday_flag,special_events
2024-01-01 17:00:00,R101,483,43.9,Medium,Foggy,0,0,None
2024-01-01 17:30:00,R101,683,23.2,High,Rainy,0,0,Festival
2024-01-01 18:00:00,R101,537,11.6,High,Cloudy,0,0,None
2024-01-01 18:30:00,R101,570,16.2,High,Rainy,0,0,None
2024-01-01 19:00:00,R101,604,11.8,High,Clear,0,0,Concert
2024-01-01 19:30:00,R101,641,14.1,High,Foggy,0,0,Match
2024-01-01 20:00:00,R101,291,57.3,Low,Foggy,0,0,Concert
2024-01-01 20:30:00,R101,292,69.2,Low,Rainy,0,0,None
2024-01-01 21:00:00,R101,231,52.7,Low,Cloudy,0,0,None
2024-01-01 21:30:00,R101,280,53.9,Low,Cloudy,0,0,Match
2024-01-01 22:00:00,R101,159,69.9,Low,Clear,0,0,None
2024-01-01 22:30:00,R101,258,66.3,Low,Rainy,0,0,None
2024-01-01 23:00:00,R101,195,54.8,Low,Clear,0,0,None
2024-01-01 23:30:00,R101,267,63.6,Low,Rainy,0,0,Match
2024-01-02 00:00:00,R101,75,68.5,Low,Foggy,1,0,None
2024-01-02 00:30:00,R101,43,57.9,Low,Cloudy,1,0,None
2024-01-02 01:00:00,R101,80,63.8,Low,Cloudy,1,0,None
2024-01-02 01:30:00,R101,121,62.8,Low,Cloudy,1,0,Festival
2024-01-02 02:00:00,R101,11,56.4,Low,Cloudy,1,0,None
2024-01-02 02:30:00,R101,74,57.2,Low,Foggy,1,0,None
2024-01-02 03:00:00,R101,61,58.5,Low,Rainy,1,0,None
2024-01-02 03:30:00,R101,27,70.7,Low,Rainy,1,0,Concert
2024-01-02 04:00:00,R101,49,69.4,Low,Foggy,1,0,None
2024-01-02 04:30:00,R101,30,79.4,Low,Cloudy,1,0,None
2024-01-02 05:00:00,R101,0,48.3,Low,Cloudy,1,0,Festival
2024-01-02 05:30:00,R101,57,67.2,Low,Clear,1,0,None
2024-01-02 06:00:00,R101,55,74.6,Low,Cloudy,1,0,Match
2024-01-02 06:30:00,R101,45,74.8,Low,Clear,1,0,None
2024-01-02 07:00:00,R101,624,19.1,High,Foggy,1,0,Match
2024-01-02 07:30:00,R101,670,24.6,High,Rainy,1,0,Match
2024-01-02 08:00:00,R101,502,20.4,High,Cloudy,1,0,Festival
2024-01-02 08:30:00,R101,623,20.7,High,Clear,1,0,Match
2024-01-02 09:00:00,R101,487,39.9,Medium,Cloudy,1,0,Concert
2024-01-02 09:30:00,R101,630,14.6,High,Cloudy,1,0,None
2024-01-02 10:00:00,R101,406,37.7,Medium,Rainy,1,0,Match
2024-01-02 10:30:00,R101,364,44.6,Medium,Foggy,1,0,Match
2024-01-02 11:00:00,R101,203,60.2,Low,Clear,1,0,Match
2024-01-02 11:30:00,R101,293,68.4,Low,Clear,1,0,Festival
2024-01-02 12:00:00,R101,277,54.8,Low,Foggy,1,0,None
2024-01-02 12:30:00,R101,229,77.9,Low,Clear,1,0,Match
2024-01-02 13:00:00,R101,291,58.0,Low,Clear,1,0,Festival
2024-01-02 13:30:00,R101,221,60.0,Low,Clear,1,0,Concert
2024-01-02 14:00:00,R101,327,42.1,Medium,Foggy,1,0,Festival
2024-01-02 14:30:00,R101,413,42.0,Medium,Cloudy,1,0,None
2024-01-02 15:00:00,R101,314,36.1,Medium,Foggy,1,0,Match
2024-01-02 15:30:00,R101,229,65.0,Low,Cloudy,1,0,None
2024-01-02 16:00:00,R101,247,79.7,Low,Rainy,1,0,Concert
2024-01-02 16:30:00,R101,365,42.5,Medium,Clear,1,0,None
2024-01-02 17:00:00,R101,598,20.6,High,Foggy,1,0,Festival
2024-01-02 17:30:00,R101,643,16.3,High,Rainy,1,0,None
2024-01-02 18:00:00,R101,583,11.2,High,Foggy,1,0,None
2024-01-02 18:30:00,R101,499,28.9,Medium,Cloudy,1,0,Match
2024-01-02 19:00:00,R101,576,23.4,High,Foggy,1,0,Concert
2024-01-02 19:30:00,R101,544,11.4,High,Foggy,1,0,Concert
2024-01-02 20:00:00,R101,255,61.3,Low,Foggy,1,0,Match
2024-01-02 20:30:00,R101,265,65.7,Low,Rainy,1,0,None
2024-01-02 21:00:00,R101,203,57.6,Low,Cloudy,1,0,Festival
2024-01-02 21:30:00,R101,179,54.5,Low,Cloudy,1,0,Festival
2024-01-02 22:00:00,R101,225,74.5,Low,Cloudy,1,0,None
2024-01-02 22:30:00,R101,259,69.5,Low,Cloudy,1,0,None
2024-01-02 23:00:00,R101,275,78.9,Low,Rainy,1,0,Match
2024-01-02 23:30:00,R101,282,59.0,Low,Foggy,1,0,None
2024-01-03 00:00:00,R101,101,53.8,Low,Rainy,2,0,Festival
2024-01-03 00:30:00,R101,73,60.0,Low,Cloudy,2,0,Festival
2024-01-03 01:00:00,R101,47,77.0,Low,Foggy,2,0,None
2024-01-03 01:30:00,R101,61,68.1,Low,Clear,2,0,None
2024-01-03 02:00:00,R101,43,68.0,Low,Clear,2,0,Match
2024-01-03 02:30:00,R101,67,64.8,Low,Foggy,2,0,Festival
2024-01-03 03:00:00,R101,74,49.1,Low,Clear,2,0,Concert
2024-01-03 03:30:00,R101,102,51.1,Low,Cloudy,2,0,None
2024-01-03 04:00:00,R101,57,61.6,Low,Clear,2,0,Match
2024-01-03 04:30:00,R101,69,66.6,Low,Clear,2,0,None
2024-01-03 05:00:00,R101,74,58.1,Low,Rainy,2,0,None
2024-01-03 05:30:00,R101,78,75.0,Low,Clear,2,0,Festival
2024-01-03 06:00:00,R101,8,47.5,Low,Foggy,2,0,None
2024-01-03 06:30:00,R101,47,73.0,Low,Cloudy,2,0,None
2024-01-03 07:00:00,R101,641,11.9,High,Clear,2,0,None
2024-01-03 07:30:00,R101,626,19.4,High,Clear,2,0,None
2024-01-03 08:00:00,R101,596,13.1,High,Clear,2,0,Festival
2024-01-03 08:30:00,R101,461,32.5,Medium,Clear,2,0,None
2024-01-03 09:00:00,R101,695,15.0,High,Rainy,2,0,Festival
2024-01-03 09:30:00,R101,582,10.3,High,Rainy,2,0,None
2024-01-03 10:00:00,R101,280,49.1,Low,Clear,2,0,None
2024-01-03 10:30:00,R101,416,42.5,Medium,Cloudy,2,0,None
2024-01-03 11:00:00,R101,246,64.2,Low,Clear,2,0,None
2024-01-03 11:30:00,R101,355,44.8,Medium,Cloudy,2,0,None
2024-01-03 12:00:00,R101,427,40.5,Medium,Cloudy,2,0,Concert
2024-01-03 12:30:00,R101,390,42.2,Medium,Clear,2,0,Concert
2024-01-03 13:00:00,R101,204,71.4,Low,Clear,2,0,Match
2024-01-03 13:30:00,R101,234,62.7,Low,Cloudy,2,0,None
2024-01-03 14:00:00,R101,267,76.3,Low,Clear,2,0,None
2024-01-03 14:30:00,R101,349,41.9,Medium,Clear,2,0,Concert
2024-01-03 15:00:00,R101,210,68.7,Low,Cloudy,2,0,None
2024-01-03 15:30:00,R101,465,26.7,Medium,Clear,2,0,None
2024-01-03 16:00:00,R101,333,36.1,Medium,Clear,2,0,None
2024-01-03 16:30:00,R101,244,72.3,Low,Foggy,2,0,Festival
2024-01-03 17:00:00,R101,641,24.6,High,Rainy,2,0,Concert
2024-01-03 17:30:00,R101,545,21.1,High,Clear,2,0,None
2024-01-03 18:00:00,R101,511,24.5,High,Clear,2,0,None
2024-01-03 18:30:00,R101,648,23.0,High,Rainy,2,0,Concert
2024-01-03 19:00:00,R101,605,13.3,High,Clear,2,0,None
2024-01-03 19:30:00,R101,503,12.2,High,Clear,2,0,Festival
2024-01-03 20:00:00,R101,209,58.1,Low,Clear,2,0,Match
2024-01-03 20:30:00,R101,270,79.5,Low,Cloudy,2,0,None
2024-01-03 21:00:00,R101,248,47.9,Low,Clear,2,0,None
2024-01-03 21:30:00,R101,219,76.7,Low,Foggy,2,0,Match
2024-01-03 22:00:00,R101,309,34.4,Medium,Rainy,2,0,None
2024-01-03 22:30:00,R101,220,71.0,Low,Foggy,2,0,Festival
2024-01-03 23:00:00,R101,267,58.1,Low,Clear,2,0,None
2024-01-03 23:30:00,R101,207,52.8,Low,Rainy,2,0,None
2024-01-04 00:00:00,R101,77,78.9,Low,Clear,3,0,Concert
2024-01-04 00:30:00,R101,25,63.5,Low,Foggy,3,0,None
2024-01-04 01:00:00,R101,59,69.3,Low,Clear,3,0,None
2024-01-04 01:30:00,R101,76,52.6,Low,Foggy,3,0,Concert
2024-01-04 02:00:00,R101,42,69.4,Low,Foggy,3,0,Concert
2024-01-04 02:30:00,R101,56,54.8,Low,Cloudy,3,0,Match
2024-01-04 03:00:00,R101,88,66.7,Low,Cloudy,3,0,None
2024-01-04 03:30:00,R101,50,58.6,Low,Cloudy,3,0,None
2024-01-04 04:00:00,R101,44,57.6,Low,Cloudy,3,0,None
2024-01-04 04:30:00,R101,68,54.8,Low,Clear,3,0,None
2024-01-04 05:00:00,R101,93,54.5,Low,Clear,3,0,Match
2024-01-04 05:30:00,R101,29,78.2,Low,Cloudy,3,0,Festival
2024-01-04 06:00:00,R101,60,59.6,Low,Cloudy,3,0,Match
2024-01-04 06:30:00,R101,48,59.4,Low,Rainy,3,0,None
2024-01-04 07:00:00,R101,596,24.8,High,Foggy,3,0,Festival
2024-01-04 07:30:00,R101,469,44.4,Medium,Foggy,3,0,None
2024-01-04 08:00:00,R101,656,17.0,High,Foggy,3,0,Concert
2024-01-04 08:30:00,R101,568,10.8,High,Rainy,3,0,None
2024-01-04 09:00:00,R101,632,25.0,High,Rainy,3,0,None
2024-01-04 09:30:00,R101,622,21.5,High,Clear,3,0,None
2024-01-04 10:00:00,R101,389,29.9,Medium,Rainy,3,0,None
2024-01-04 10:30:00,R101,279,78.4,Low,Clear,3,0,None
2024-01-04 11:00:00,R101,359,38.4,Medium,Cloudy,3,0,None
2024-01-04 11:30:00,R101,291,49.0,Low,Rainy,3,0,None
2024-01-04 12:00:00,R101,384,40.4,Medium,Foggy,3,0,None
2024-01-04 12:30:00,R101,181,64.3,Low,Clear,3,0,Match
2024-01-04 13:00:00,R101,449,33.1,Medium,Cloudy,3,0,Concert
2024-01-04 13:30:00,R101,238,71.4,Low,Clear,3,0,Match
2024-01-04 14:00:00,R101,245,52.5,Low,Rainy,3,0,None
2024-01-04 14:30:00,R101,432,37.2,Medium,Rainy,3,0,Match
2024-01-04 15:00:00,R101,274,48.2,Low,Rainy,3,0,None
2024-01-04 15:30:00,R101,455,34.0,Medium,Foggy,3,0,None
2024-01-04 16:00:00,R101,253,63.3,Low,Clear,3,0,Festival
2024-01-04 16:30:00,R101,201,61.1,Low,Clear,3,0,None
2024-01-04 17:00:00,R101,495,26.3,Medium,Clear,3,0,None
2024-01-04 17:30:00,R101,477,31.9,Medium,Rainy,3,0,None
2024-01-04 18:00:00,R101,509,15.1,High,Foggy,3,0,None
2024-01-04 18:30:00,R101,624,18.8,High,Foggy,3,0,Match
2024-01-04 19:00:00,R101,570,12.7,High,Cloudy,3,0,None
2024-01-04 19:30:00,R101,645,17.1,High,Clear,3,0,None
2024-01-04 20:00:00,R101,237,52.8,Low,Clear,3,0,Festival
2024-01-04 20:30:00,R101,252,51.2,Low,Clear,3,0,Match
2024-01-04 21:00:00,R101,124,61.1,Low,Rainy,3,0,Match
2024-01-04 21:30:00,R101,201,62.6,Low,Clear,3,0,None
2024-01-04 22:00:00,R101,217,73.0,Low,Clear,3,0,Match
2024-01-04 22:30:00,R101,204,50.5,Low,Cloudy,3,0,Festival
2024-01-04 23:00:00,R101,225,75.4,Low,Cloudy,3,0,None
2024-01-04 23:30:00,R101,269,52.3,Low,Foggy,3,0,Match
2024-01-05 00:00:00,R101,28,71.6,Low,Rainy,4,0,None
2024-01-05 00:30:00,R101,28,50.2,Low,Foggy,4,0,Concert
2024-01-05 01:00:00,R101,38,74.6,Low,Foggy,4,0,Concert
2024-01-05 01:30:00,R101,64,57.4,Low,Foggy,4,0,Concert
2024-01-05 02:00:00,R101,77,70.8,Low,Cloudy,4,0,None
2024-01-05 02:30:00,R101,84,74.4,Low,Rainy,4,0,None
2024-01-05 03:00:00,R101,57,76.2,Low,Cloudy,4,0,None
2024-01-05 03:30:00,R101,66,72.6,Low,Clear,4,0,None
2024-01-05 04:00:00,R101,69,71.1,Low,Clear,4,0,None
2024-01-05 04:30:00,R101,71,56.8,Low,Cloudy,4,0,None
2024-01-05 05:00:00,R101,86,53.6,Low,Foggy,4,0,Festival
2024-01-05 05:30:00,R101,95,77.7,Low,Clear,4,0,Match
2024-01-05 06:00:00,R101,15,57.8,Low,Cloudy,4,0,None
2024-01-05 06:30:00,R101,93,51.1,Low,Foggy,4,0,None
2024-01-05 07:00:00,R101,668,17.9,High,Cloudy,4,0,Festival
2024-01-05 07:30:00,R101,478,27.2,Medium,Rainy,4,0,None
2024-01-05 08:00:00,R101,649,23.0,High,Rainy,4,0,Match
2024-01-05 08:30:00,R101,561,12.6,High,Foggy,4,0,Match
2024-01-05 09:00:00,R101,605,18.4,High,Cloudy,4,0,None
2024-01-05 09:30:00,R101,642,21.5,High,Rainy,4,0,None
2024-01-05 10:00:00,R101,290,59.9,Low,Clear,4,0,None
2024-01-05 10:30:00,R101,293,49.0,Low,Rainy,4,0,Match
2024-01-05 11:00:00,R101,270,65.3,Low,Foggy,4,0,Concert
2024-01-05 11:30:00,R101,281,63.6,Low,Clear,4,0,Match
2024-01-05 12:00:00,R101,402,27.7,Medium,Foggy,4,0,None
2024-01-05 12:30:00,R101,342,31.4,Medium,Rainy,4,0,None
2024-01-05 13:00:00,R101,270,45.1,Low,Clear,4,0,None
2024-01-05 13:30:00,R101,335,37.1,Medium,Foggy,4,0,Match
2024-01-05 14:00:00,R101,312,42.0,Medium,Cloudy,4,0,None
2024-01-05 14:30:00,R101,360,43.7,Medium,Foggy,4,0,None
2024-01-05 15:00:00,R101,342,32.6,Medium,Clear,4,0,Match
2024-01-05 15:30:00,R101,257,49.9,Low,Clear,4,0,Festival
2024-01-05 16:00:00,R101,242,50.7,Low,Clear,4,0,Festival
2024-01-05 16:30:00,R101,192,68.3,Low,Rainy,4,0,Match
2024-01-05 17:00:00,R101,575,23.2,High,Clear,4,0,None
2024-01-05 17:30:00,R101,466,33.8,Medium,Rainy,4,0,None
2024-01-05 18:00:00,R101,581,18.1,High,Foggy,4,0,Concert
2024-01-05 18:30:00,R101,668,15.3,High,Foggy,4,0,Concert
2024-01-05 19:00:00,R101,626,11.0,High,Cloudy,4,0,None
2024-01-05 19:30:00,R101,508,16.5,High,Foggy,4,0,Concert
2024-01-05 20:00:00,R101,212,72.8,Low,Clear,4,0,None
2024-01-05 20:30:00,R101,213,55.9,Low,Clear,4,0,None
2024-01-05 21:00:00,R101,155,64.9,Low,Rainy,4,0,Festival
2024-01-05 21:30:00,R101,251,57.0,Low,Rainy,4,0,Festival
2024-01-05 22:00:00,R101,201,61.0,Low,Cloudy,4,0,Concert
2024-01-05 22:30:00,R101,259,62.0,Low,Cloudy,4,0,None
2024-01-05 23:00:00,R101,275,67.4,Low,Foggy,4,0,None
2024-01-05 23:30:00,R101,180,53.8,Low,Clear,4,0,None
2024-01-06 00:00:00,R101,0,57.0,Low,Rainy,5,0,Concert
2024-01-06 00:30:00,R101,41,78.2,Low,Cloudy,5,0,None
2024-01-06 01:00:00,R101,31,62.7,Low,Clear,5,0,None
2024-01-06 01:30:00,R101,67,77.6,Low,Cloudy,5,0,None
2024-01-06 02:00:00,R101,41,45.8,Low,Foggy,5,0,None
2024-01-06 02:30:00,R101,62,47.4,Low,Foggy,5,0,Festival
2024-01-06 03:00:00,R101,76,74.4,Low,Foggy,5,0,Concert
2024-01-06 03:30:00,R101,29,53.3,Low,Rainy,5,0,Match
2024-01-06 04:00:00,R101,61,74.3,Low,Clear,5,0,Concert
2024-01-06 04:30:00,R101,75,53.0,Low,Foggy,5,0,Festival
2024-01-06 05:00:00,R101,24,71.0,Low,Rainy,5,0,None
2024-01-06 05:30:00,R101,75,66.1,Low,Foggy,5,0,Concert
2024-01-06 06:00:00,R101,25,77.2,Low,Rainy,5,0,Concert
2024-01-06 06:30:00,R101,33,60.8,Low,Foggy,5,0,None
2024-01-06 07:00:00,R101,417,27.8,Medium,Cloudy,5,0,None
2024-01-06 07:30:00,R101,474,33.4,Medium,Cloudy,5,0,None
2024-01-06 08:00:00,R101,436,36.6,Medium,Rainy,5,0,None
2024-01-06 08:30:00,R101,442,38.3,Medium,Foggy,5,0,None
2024-01-06 09:00:00,R101,383,28.0,Medium,Rainy,5,0,Match
2024-01-06 09:30:00,R101,477,35.0,Medium,Clear,5,0,Festival
2024-01-06 10:00:00,R101,286,59.9,Low,Cloudy,5,0,None
2024-01-06 10:30:00,R101,183,61.4,Low,Clear,5,0,Festival
2024-01-06 11:00:00,R101,293,74.3,Low,Foggy,5,0,None
2024-01-06 11:30:00,R101,123,70.0,Low,Rainy,5,0,None
2024-01-06 12:00:00,R101,308,34.6,Medium,Rainy,5,0,Match
2024-01-06 12:30:00,R101,237,51.4,Low,Clear,5,0,Concert
2024-01-06 13:00:00,R101,183,58.1,Low,Rainy,5,0,None
2024-01-06 13:30:00,R101,219,59.3,Low,Foggy,5,0,Concert
2024-01-06 14:00:00,R101,294,70.1,Low,Clear,5,0,None
2024-01-06 14:30:00,R101,203,53.9,Low,Foggy,5,0,None
2024-01-06 15:00:00,R101,212,56.9,Low,Clear,5,0,None
2024-01-06 15:30:00,R101,177,64.5,Low,Cloudy,5,0,None
2024-01-06 16:00:00,R101,164,79.6,Low,Cloudy,5,0,Match
2024-01-06 16:30:00,R101,288,58.9,Low,Clear,5,0,Match
2024-01-06 17:00:00,R101,446,30.9,Medium,Cloudy,5,0,None
2024-01-06 17:30:00,R101,298,48.0,Low,Foggy,5,0,Festival
2024-01-06 18:00:00,R101,434,28.6,Medium,Cloudy,5,0,Festival
2024-01-06 18:30:00,R101,432,42.9,Medium,Foggy,5,0,Festival
2024-01-06 19:00:00,R101,397,30.2,Medium,Rainy,5,0,None
2024-01-06 19:30:00,R101,488,30.4,Medium,Clear,5,0,Festival
2024-01-06 20:00:00,R101,203,75.1,Low,Foggy,5,0,None
2024-01-06 20:30:00,R101,177,49.9,Low,Rainy,5,0,Match
2024-01-06 21:00:00,R101,216,76.3,Low,Cloudy,5,0,None
2024-01-06 21:30:00,R101,204,62.9,Low,Clear,5,0,None
2024-01-06 22:00:00,R101,129,52.6,Low,Rainy,5,0,None
2024-01-06 22:30:00,R101,102,63.4,Low,Clear,5,0,None
2024-01-06 23:00:00,R101,110,73.8,Low,Cloudy,5,0,Festival
2024-01-06 23:30:00,R101,138,62.4,Low,Rainy,5,0,None
2024-01-07 00:00:00,R101,33,62.4,Low,Cloudy,6,0,Concert
2024-01-07 00:30:00,R101,58,54.3,Low,Foggy,6,0,None
2024-01-07 01:00:00,R101,35,68.3,Low,Foggy,6,0,None
2024-01-07 01:30:00,R101,30,59.7,Low,Cloudy,6,0,Match
2024-01-07 02:00:00,R101,16,50.8,Low,Foggy,6,0,None
2024-01-07 02:30:00,R101,71,66.1,Low,Rainy,6,0,Festival
2024-01-07 03:00:00,R101,8,55.1,Low,Cloudy,6,0,None
2024-01-07 03:30:00,R101,62,66.4,Low,Rainy,6,0,None
2024-01-07 04:00:00,R101,67,78.4,Low,Rainy,6,0,Festival
2024-01-07 04:30:00,R101,54,54.4,Low,Foggy,6,0,None
2024-01-07 05:00:00,R101,84,65.9,Low,Rainy,6,0,None
2024-01-07 05:30:00,R101,2,48.7,Low,Clear,6,0,None
2024-01-07 06:00:00,R101,8,69.7,Low,Cloudy,6,0,None
2024-01-07 06:30:00,R101,38,47.7,Low,Rainy,6,0,Festival
2024-01-07 07:00:00,R101,402,44.4,Medium,Rainy,6,0,None
2024-01-07 07:30:00,R101,310,31.3,Medium,Foggy,6,0,None
2024-01-07 08:00:00,R101,334,44.0,Medium,Foggy,6,0,None
2024-01-07 08:30:00,R101,328,35.8,Medium,Cloudy,6,0,None
2024-01-07 09:00:00,R101,319,41.1,Medium,Foggy,6,0,Festival
2024-01-07 09:30:00,R101,381,42.0,Medium,Clear,6,0,None
2024-01-07 10:00:00,R101,182,52.7,Low,Rainy,6,0,None
2024-01-07 10:30:00,R101,210,46.4,Low,Rainy,6,0,Concert
2024-01-07 11:00:00,R101,232,64.5,Low,Rainy,6,0,None
2024-01-07 11:30:00,R101,216,49.2,Low,Foggy,6,0,None
2024-01-07 12:00:00,R101,236,49.0,Low,Foggy,6,0,Concert
2024-01-07 12:30:00,R101,281,71.1,Low,Cloudy,6,0,Concert
2024-01-07 13:00:00,R101,285,63.3,Low,Foggy,6,0,None
2024-01-07 13:30:00,R101,149,57.8,Low,Cloudy,6,0,None
2024-01-07 14:00:00,R101,173,76.0,Low,Foggy,6,0,None
2024-01-07 14:30:00,R101,259,47.3,Low,Foggy,6,0,None
2024-01-07 15:00:00,R101,140,68.2,Low,Clear,6,0,None
2024-01-07 15:30:00,R101,236,59.9,Low,Cloudy,6,0,Match
2024-01-07 16:00:00,R101,299,61.2,Low,Rainy,6,0,Match
2024-01-07 16:30:00,R101,294,63.5,Low,Cloudy,6,0,None
2024-01-07 17:00:00,R101,408,25.2,Medium,Clear,6,0,Match
2024-01-07 17:30:00,R101,480,25.8,Medium,Cloudy,6,0,None
2024-01-07 18:00:00,R101,350,30.4,Medium,Clear,6,0,None
2024-01-07 18:30:00,R101,418,31.7,Medium,Cloudy,6,0,Festival
2024-01-07 19:00:00,R101,358,25.1,Medium,Clear,6,0,Match
2024-01-07 19:30:00,R101,397,42.1,Medium,Rainy,6,0,Match
2024-01-07 20:00:00,R101,124,54.7,Low,Clear,6,0,Match
2024-01-07 20:30:00,R101,139,58.5,Low,Cloudy,6,0,None
2024-01-07 21:00:00,R101,230,78.2,Low,Clear,6,0,Festival
2024-01-07 21:30:00,R101,166,79.4,Low,Foggy,6,0,Match
2024-01-07 22:00:00,R101,145,76.6,Low,Rainy,6,0,None
2024-01-07 22:30:00,R101,113,53.1,Low,Cloudy,6,0,Festival
2024-01-07 23:00:00,R101,171,66.3,Low,Clear,6,0,Match
2024-01-07 23:30:00,R101,168,51.2,Low,Rainy,6,0,None
2024-01-08 00:00:00,R101,47,57.3,Low,Clear,0,0,Match
2024-01-08 00:30:00,R101,58,75.9,Low,Foggy,0,0,None
2024-01-08 01:00:00,R101,108,58.9,Low,Rainy,0,0,None
2024-01-08 01:30:00,R101,67,50.4,Low,Cloudy,0,0,None
2024-01-08 02:00:00,R101,57,71.2,Low,Clear,0,0,None
2024-01-08 02:30:00,R101,70,75.1,Low,Foggy,0,0,None
2024-01-08 03:00:00,R101,47,54.6,Low,Clear,0,0,None
2024-01-08 03:30:00,R101,80,74.8,Low,Rainy,0,0,None
2024-01-08 04:00:00,R101,107,77.6,Low,Foggy,0,0,None
2024-01-08 04:30:00,R101,105,54.1,Low,Clear,0,0,None
2024-01-08 05:00:00,R101,12,78.7,Low,Cloudy,0,0,Festival
2024-01-08 05:30:00,R101,21,79.7,Low,Rainy,0,0,Festival
2024-01-08 06:00:00,R101,79,76.7,Low,Foggy,0,0,None
2024-01-08 06:30:00,R101,55,75.3,Low,Clear,0,0,Match
2024-01-08 07:00:00,R101,653,23.0,High,Cloudy,0,0,None
2024-01-08 07:30:00,R101,536,12.4,High,Clear,0,0,None
2024-01-08 08:00:00,R101,488,43.6,Medium,Cloudy,0,0,Concert
2024-01-08 08:30:00,R101,611,12.8,High,Clear,0,0,None
2024-01-08 09:00:00,R101,521,17.0,High,Foggy,0,0,Concert
2024-01-08 09:30:00,R101,598,22.3,High,Clear,0,0,Match
2024-01-08 10:00:00,R101,238,45.0,Low,Rainy,0,0,Match
2024-01-08 10:30:00,R101,274,54.1,Low,Rainy,0,0,Festival
2024-01-08 11:00:00,R101,241,79.3,Low,Clear,0,0,Concert
2024-01-08 11:30:00,R101,326,25.2,Medium,Clear,0,0,None
2024-01-08 12:00:00,R101,414,30.7,Medium,Foggy,0,0,None
2024-01-08 12:30:00,R101,433,41.8,Medium,Cloudy,0,0,None
2024-01-08 13:00:00,R101,277,71.4,Low,Rainy,0,0,None
2024-01-08 13:30:00,R101,348,40.4,Medium,Cloudy,0,0,None
2024-01-08 14:00:00,R101,377,40.4,Medium,Clear,0,0,None
2024-01-08 14:30:00,R101,287,47.0,Low,Cloudy,0,0,None
2024-01-08 15:00:00,R101,428,44.8,Medium,Foggy,0,0,Festival
2024-01-08 15:30:00,R101,408,38.0,Medium,Cloudy,0,0,Festival
2024-01-08 16:00:00,R101,379,26.3,Medium,Clear,0,0,Match
2024-01-08 16:30:00,R101,294,73.7,Low,Foggy,0,0,None
2024-01-08 17:00:00,R101,659,12.4,High,Rainy,0,0,Festival
2024-01-08 17:30:00,R101,439,27.0,Medium,Clear,0,0,Concert
2024-01-08 18:00:00,R101,488,41.5,Medium,Foggy,0,0,None
2024-01-08 18:30:00,R101,452,40.5,Medium,Cloudy,0,0,Match
2024-01-08 19:00:00,R101,648,23.0,High,Rainy,0,0,None
2024-01-08 19:30:00,R101,630,21.0,High,Foggy,0,0,Festival
2024-01-08 20:00:00,R101,208,71.6,Low,Clear,0,0,None
2024-01-08 20:30:00,R101,177,76.3,Low,Foggy,0,0,None
